Number	ConceptA	ConceptB	DirA	DirB	LinksAAB	LinksABA	LinksBAB	LinksBBA
1	BEAK	MOUTH	-1	-1	0	11	0	1
2	EGG	TESTICLES	1	1	9	0	8	0
3	FOAM	LUNG	1	1	2	0	2	0
4	MILKY WAY	ROAD	-1	-1	0	15	0	1
5	SUN	CLOCK	1	1	16	0	7	0
6	SPECTACLES	MIRROR	-1	-1	0	9	0	4
7	BUTTOCKS	CHEEK	-1	-1	0	3	0	1
8	HEART	LUNG	1	1	3	0	1	0
9	LIVER	LUNG	1	1	9	0	3	0
