Number	ConceptA	ConceptB	DirA	DirB	LinksAAB	LinksABA	LinksBAB	LinksBBA
1	EGG	TESTICLES	1	1	9	0	8	0
2	FOAM	LUNG	1	1	2	0	2	0
3	SUN	CLOCK	1	1	16	0	7	0
4	SPECTACLES	MIRROR	-1	-1	0	9	0	4
5	LIVER	LUNG	1	1	9	0	3	0
6	CLOUD	SKY	1	1	11	2	2	1
7	BONE	NEEDLE (FOR SEWING)	-1	1	0	2	2	0
