Number	ConceptA	ConceptB	DirA	DirB	LinksAAB	LinksABA	LinksBAB	LinksBBA
100	ASH	GREY	1	1	4	0	2	0
101	AUGUST	HARVEST	-1	0	0	2	1	1
102	BIRD	CHATTERER	-1	1	0	1	3	1
103	BAD OR EVIL	LOW	-1	-1	0	2	0	3
104	BAD PERSON	PIG	-1	-1	0	1	0	3
105	BADGER	PIG	-1	0	0	1	1	1
106	LIBER (INNER BARK)	HEAD	1	1	1	0	1	0
107	BED	RIVER BED	1	1	1	0	2	0
108	BELLY	PREGNANT	1	1	2	0	3	0
109	BELLY	GLUTTON	1	1	1	0	1	0
110	BLACK	BAD	1	1	1	0	3	0
111	BLACK	PUPIL	1	1	2	0	1	0
112	BLACK	IRON	1	-1	1	0	0	1
113	BLACK	BEAR	1	1	1	0	1	0
114	BLACK	LAND	1	1	1	0	1	0
115	BLACKSMITH	SORCERER	1	1	1	0	1	0
116	BLIND	HORSEFLY	1	1	1	0	1	0
117	BLUE	CORNFLOWER	1	1	1	0	1	0
118	BODY	PENIS	1	1	1	0	1	0
119	BONE	STONE (OF FRUIT)	1	1	1	0	4	0
120	BONE	STRONG	1	1	1	0	1	0
121	BOSS	HEAD	-1	-1	0	1	0	7
122	BOSS	OLD (AGED)	-1	-1	0	1	0	2
123	BOTTLE	GLASS	-1	-1	0	1	1	2
124	INTESTINES	BRAVE	1	1	1	0	1	0
125	BOX	COFFIN	1	1	1	0	1	0
126	BOY	SERVANT	1	1	2	0	5	0
127	BRIDE	DAUGHTER-IN-LAW	-1	1	1	2	2	0
128	BRIDE	GROOM	1	1	2	1	1	0
129	BROWN	PLANT (VEGETATION)	-1	-1	0	1	0	1
130	CAMEL	OSTRICH	1	1	4	0	1	0
131	CAVE	STOVE	1	1	2	0	1	0
132	CHAPTER	HEAD	-1	-1	0	2	0	2
133	CHILD	SON	1	0	1	0	1	1
134	CHILD	SMALL	-1	-1	0	6	0	11
135	CLAW	FINGERNAIL OR TOENAIL	-1	-1	0	1	0	1
136	COCK	ROOSTER	-1	-1	0	1	0	3
137	COPPER	TIN (METAL)	1	1	1	0	1	0
138	COURAGE	LIVER	-1	-1	0	2	0	4
139	COW	SQUIRREL	1	1	1	0	1	0
140	CUNNING PERSON	FOX	0	-1	1	1	0	3
141	CUNNING	DEVIL	1	-1	1	0	1	3
142	DEAF	STUPID	1	1	1	0	3	0
143	DOG	PROSTITUTE	1	1	1	0	2	0
144	DOG	DOG-ROSE	1	1	1	0	2	0
145	DOLL	PUPIL	1	1	2	0	1	0
146	DRY	LAND	1	1	2	0	1	0
147	DUST	GUNPOWDER	1	1	1	0	1	0
148	EGG	POTATO	1	1	1	0	2	0
149	ENEMY	WAR	1	1	1	0	2	0
150	EYE	SPECTACLES	1	1	7	0	1	0
151	FISH	GIRL	-1	1	0	1	1	0
152	FACE	SURFACE	1	1	1	0	3	0
153	FAECES (EXCREMENT)	GOLD	1	-1	1	0	0	1
154	FAMILY	WIFE	1	1	1	0	1	0
155	FAT (OBESE)	PREGNANT	1	1	1	0	1	0
156	FATHER	FATHER-IN-LAW	1	1	3	0	4	0
157	DREADFUL	VERY	1	1	1	0	3	0
158	FIRE	ELECTRICITY	1	1	2	0	4	0
159	FIRE	TREE	-1	-1	0	3	0	1
160	SOLID	FORTRESS	1	1	1	0	1	0
161	FIVE	ARM OR HAND	-1	0	1	3	1	1
162	FOOT	LOWER PART	1	1	1	0	1	0
163	FOREHEAD	HILL	1	1	1	0	1	0
164	FOREST	BEAR	1	1	1	0	1	0
165	FOREST	UNTAMED OR WILD	1	1	1	0	1	0
166	FRESH (OF WATER)	SWEET	-1	-1	0	1	0	4
167	FRIEND	OTHER	-1	-1	0	1	0	1
168	GENITALIA	SHAME	-1	-1	0	2	0	4
169	GIRL	PUPIL	1	1	2	0	2	0
170	GLASS	SPECTACLES	1	1	7	0	5	0
171	GOLD	RED	-1	-1	0	2	0	1
172	GOLD	METAL	-1	-1	0	1	0	1
173	GOOD	SALT	1	-1	1	0	0	1
174	GOOD	LEFT	1	1	1	0	1	0
175	GREEN	YOUNG	1	1	1	0	4	0
176	ARM OR HAND	HANDLE	1	1	2	0	2	0
177	HARD	VERY	1	1	1	0	1	0
178	HEAD	MONEY	1	1	1	0	1	0
179	HEAD	SPIKE	1	1	1	0	3	0
180	HEAD	MAIN	1	1	2	0	1	0
181	HEALTHY	STRONG	-1	-1	0	1	0	1
182	HEART	COURAGE	1	1	1	0	2	0
183	HEAVY	IMPORTANT	1	1	1	0	3	0
184	HEDGEHOG	PIG	-1	-1	0	2	0	1
185	HOARFROST	GREY	1	1	1	0	1	0
186	HONEST	STRAIGHT	-1	-1	0	2	0	5
187	HOUSE	GRAVE	1	1	1	0	2	0
188	HOUSE	COFFIN	1	1	1	0	1	0
189	CHARACTER	OBSTINATE	1	1	1	0	1	0
190	HUSBAND	OWNER	-1	-1	0	2	0	10
191	INFLATED	PROUD	1	1	3	0	1	0
192	IRON	SNARE (TRAP)	1	1	1	0	1	0
193	LEAD (CHEMICAL ELEMENT)	PENCIL	1	1	4	0	3	0
194	LEAD (CHEMICAL ELEMENT)	MIRROR	1	1	1	0	1	0
195	LEAF	FISH	1	1	1	0	1	0
196	LEECH	SPLEEN	1	-1	1	0	0	1
197	LEFT	NORTH	1	1	1	0	1	0
198	LIGHTNING	ELECTRICITY	1	1	1	0	6	0
199	SMALL	LITTLE FINGER	1	1	7	0	2	0
200	LIVER	ANGER	1	1	2	0	2	0
201	LOCATION OF EMOTIONS	LUNG	-1	-1	0	1	0	2
202	LOCATION OF EMOTIONS	STOMACH	-1	-1	0	1	0	4
203	MAIN	MOTHER	-1	-1	0	1	0	2
204	MIDDLE	WEDNESDAY	1	1	2	0	1	0
205	MIDNIGHT	NORTH	1	1	1	0	1	0
206	MILK	MILKY WAY	1	1	1	0	1	0
207	MOON	MONDAY	1	1	4	0	5	0
208	MOON	MENSTRUATION	1	1	4	0	4	0
209	MOTHER	SMALLPOX	1	1	1	0	1	0
210	MOUSE	MUSCLE	1	1	2	0	4	0
211	MOUTH	RIVER MOUTH	1	1	2	0	3	0
212	NAIL (TOOL)	SCREW	1	1	2	0	1	0
213	NECESSARY	WANT	-1	-1	0	1	0	2
214	NIGHT	DAY (24 HOURS)	1	1	2	0	2	0
215	NOBLE	BEAR	1	1	1	0	1	0
216	NORTH	WINTER	-1	-1	0	1	0	1
217	NOSE	ANGRY	1	1	1	0	1	0
218	OLD (AGED)	PARENTS	1	1	1	0	1	0
219	OWNER	BEAR	1	1	1	0	2	0
220	PLANT (VEGETATION)	GUNPOWDER	1	1	2	0	2	0
221	PAIN	DISEASE	1	1	1	0	3	0
222	PEAR	POTATO	1	1	1	0	1	0
223	DOVE	MAIZE	1	1	1	0	1	0
224	DOVE	PROSTITUTE	1	1	1	0	1	0
225	PRECIPICE	HELL	1	1	1	0	1	0
226	PURE	INNOCENT	1	1	1	0	2	0
227	RAIN (PRECIPITATION)	UMBRELLA	1	1	2	0	1	0
228	ROOT	FAMILY	1	1	1	0	1	0
229	SHADE	UMBRELLA	1	1	1	0	1	0
230	SIGN	GENITALIA	1	1	1	0	3	0
231	SMOKE (EXHAUST)	HOUSE	1	1	1	0	2	0
232	STRONG	VERY	1	1	2	0	5	0
233	STRONG	DIFFICULT	1	1	1	0	2	0
234	TREE	FISH	1	1	1	0	1	0
235	TAIL	BEHIND	1	1	1	0	1	0
236	THIEF	HIDE (CONCEAL)	0	1	1	1	1	0
237	THREAD	WIRE	1	1	1	0	1	0
238	ACHE	WORRY	1	1	1	0	1	0
239	ACHE	BREAK (CLEAVE)	-1	-1	0	1	0	2
240	ACHE	THRUST	-1	-1	0	1	0	2
241	AWAKE	GUARD	1	1	1	0	2	0
242	BEGIN	SEIZE	-1	-1	0	1	0	2
243	BLOW (OF WIND)	WINNOWING	1	1	1	0	1	0
244	BOIL (OF LIQUID)	WORRY	1	1	1	0	6	0
245	BREAK (CLEAVE)	INFRINGE	1	1	1	0	2	0
246	BREATHE	REST	1	1	1	0	7	0
247	BURNING	RIPEN	1	1	1	0	1	0
248	BURNING	GRIEVE	1	1	1	0	1	0
249	CARE FOR	WAIT (FOR)	1	-1	1	0	0	3
250	CARE FOR	SEE	-1	-1	0	6	0	6
251	DELIGHT	DRAG	-1	-1	0	1	0	2
252	CONTAIN	HOLD	-1	-1	0	1	0	2
253	COPULATE	DECEIVE	1	1	1	0	1	0
254	CRAWL	SNAKE	1	1	4	0	1	0
255	DEPEND	HANG	-1	-1	0	1	0	3
256	DIG	HOOF	1	1	1	0	1	0
257	DOUBT (SOMETHING)	SWAY	-1	-1	0	2	0	2
258	DRAG	STEAL	1	1	1	0	2	0
259	DRAW (WATER)	IMITATE	1	1	1	0	2	0
260	FALL	LIKE	1	1	1	0	1	0
261	FALL	AUTUMN	1	1	2	0	1	0
262	FEAR (BE AFRAID)	RESPECT (SOMEBODY)	1	1	1	0	1	0
263	BE HUNGRY	WANT	0	1	1	1	1	0
264	FIND	GIVE BIRTH	1	1	1	0	1	0
265	FIND	BASTARD	1	1	1	0	2	0
266	FLOW	ELECTRICITY	1	1	1	0	4	0
267	GIVE	MARRY OFF	1	1	1	0	2	0
268	GIVE BIRTH	WORK (ACTIVITY)	-1	-1	0	1	0	1
269	GREET	KISS	1	1	1	0	2	0
270	KNOW	REMEMBER	1	1	1	0	2	0
271	KNOW	SEE	-1	-1	0	1	0	5
272	MIX	REBEL	1	1	1	0	2	0
273	PAY	REVENGE	1	1	1	0	2	0
274	PLOUGH	WORK (ACTIVITY)	-1	-1	0	1	1	2
275	PULL	TORTURE	1	1	1	0	1	0
276	LIFT	COMMEND	1	1	1	0	2	0
277	LIFT	BEGIN	1	1	1	0	2	0
278	REMAIN	CORPSE	1	1	2	0	1	0
279	REMEMBER	FEEL	1	1	1	0	1	0
280	RUB	LAUNDER (WASH CLOTHES)	1	1	1	0	1	0
281	SEE	WAIT (FOR)	1	1	5	0	1	0
282	SEE	TELL FORTUNES	1	1	3	0	1	0
283	SEE	BECAUSE OF	1	1	2	0	2	0
284	SEE	CHECK	1	1	1	0	2	0
285	SEE	VISIT	1	1	1	0	3	0
286	SEPARATE	DECIDE	1	1	1	0	2	0
287	SHOOT	SHUTTLE	1	1	1	0	1	0
288	STAND	HELP	1	1	1	0	1	0
289	STAND	BECOME	1	1	1	0	2	0
290	TEACH	PUNISH	1	1	1	0	2	0
291	SHARPEN (SOMETHING)	IMPROVE (SOMETHING)	1	1	1	0	2	0
292	TURMERIC	YELLOW	1	1	3	0	1	0
293	VEHICLE	WHEEL	-1	-1	0	1	0	2
294	WEAPONS	WAR	1	1	1	0	2	0
295	WOMAN	HOLE	1	1	1	0	2	0
296	WIND	WINDOW	1	1	4	0	1	0
297	WIND	RUMOUR	1	1	1	0	2	0
