Number	ConceptA	ConceptB	DirA	DirB	LinksAAB	LinksABA	LinksBAB	LinksBBA
98	LIGHTNING	ELECTRICITY	1	1	1	0	6	0
99	SMALL	LITTLE FINGER	1	1	7	0	2	0
100	LIVER	ANGER	1	1	2	0	2	0
101	LOCATION OF EMOTIONS	LUNG	-1	-1	0	1	0	2
102	LOCATION OF EMOTIONS	STOMACH	-1	-1	0	1	0	4
103	MAIN	MOTHER	-1	-1	0	1	0	2
104	MOON	MONDAY	1	1	4	0	5	0
105	MOON	MENSTRUATION	1	1	4	0	4	0
106	MOUSE	MUSCLE	1	1	2	0	4	0
107	MOUTH	RIVER MOUTH	1	1	2	0	3	0
108	NECESSARY	WANT	-1	-1	0	1	0	2
109	NIGHT	DAY (24 HOURS)	1	1	2	0	2	0
110	OWNER	BEAR	1	1	1	0	2	0
111	PLANT (VEGETATION)	GUNPOWDER	1	1	2	0	2	0
112	PAIN	DISEASE	1	1	1	0	3	0
113	PURE	INNOCENT	1	1	1	0	2	0
114	SIGN	GENITALIA	1	1	1	0	3	0
115	SMOKE (EXHAUST)	HOUSE	1	1	1	0	2	0
116	STRONG	VERY	1	1	2	0	5	0
117	STRONG	DIFFICULT	1	1	1	0	2	0
118	ACHE	BREAK (CLEAVE)	-1	-1	0	1	0	2
119	ACHE	THRUST	-1	-1	0	1	0	2
120	AWAKE	GUARD	1	1	1	0	2	0
121	BEGIN	SEIZE	-1	-1	0	1	0	2
122	BOIL (OF LIQUID)	WORRY	1	1	1	0	6	0
123	BREAK (CLEAVE)	INFRINGE	1	1	1	0	2	0
124	BREATHE	REST	1	1	1	0	7	0
125	CARE FOR	WAIT (FOR)	1	-1	1	0	0	3
126	CARE FOR	SEE	-1	-1	0	6	0	6
127	DELIGHT	DRAG	-1	-1	0	1	0	2
128	CONTAIN	HOLD	-1	-1	0	1	0	2
129	DEPEND	HANG	-1	-1	0	1	0	3
130	DOUBT (SOMETHING)	SWAY	-1	-1	0	2	0	2
131	DRAG	STEAL	1	1	1	0	2	0
132	DRAW (WATER)	IMITATE	1	1	1	0	2	0
133	FIND	BASTARD	1	1	1	0	2	0
134	FLOW	ELECTRICITY	1	1	1	0	4	0
135	GIVE	MARRY OFF	1	1	1	0	2	0
136	GREET	KISS	1	1	1	0	2	0
137	KNOW	REMEMBER	1	1	1	0	2	0
138	KNOW	SEE	-1	-1	0	1	0	5
139	MIX	REBEL	1	1	1	0	2	0
140	PAY	REVENGE	1	1	1	0	2	0
141	PLOUGH	WORK (ACTIVITY)	-1	-1	0	1	1	2
142	LIFT	COMMEND	1	1	1	0	2	0
143	LIFT	BEGIN	1	1	1	0	2	0
144	SEE	BECAUSE OF	1	1	2	0	2	0
145	SEE	CHECK	1	1	1	0	2	0
146	SEE	VISIT	1	1	1	0	3	0
147	SEPARATE	DECIDE	1	1	1	0	2	0
148	STAND	BECOME	1	1	1	0	2	0
149	TEACH	PUNISH	1	1	1	0	2	0
150	SHARPEN (SOMETHING)	IMPROVE (SOMETHING)	1	1	1	0	2	0
151	VEHICLE	WHEEL	-1	-1	0	1	0	2
152	WEAPONS	WAR	1	1	1	0	2	0
153	WOMAN	HOLE	1	1	1	0	2	0
154	WIND	RUMOUR	1	1	1	0	2	0
